encoder1,encoder2,encoder3,encoder4,encoder5,encoder6
36051,14194,47930,9027,10258,22504
36862,14980,48738,9803,11049,23294
37560,15662,49411,10488,11732,23977
38378,16434,50197,11266,12505,24768
39174,17185,50941,12016,13244,25527
39820,17814,51574,12657,13872,26167
40524,18530,52261,13357,14549,26896
41385,19350,53112,14181,15382,27728
41977,19937,53698,14779,15963,28327
42741,20695,54457,15548,16722,29110
43438,21398,55156,16257,17417,29831
44123,22074,55840,16957,18096,30521
44123,22074,55840,16957,18096,30521
45631,23551,57342,18468,19592,32034
45631,23551,57342,18468,19592,32034
46278,24203,57982,19132,20231,32695
47048,24961,58744,19898,20992,33458
47734,25639,59437,20585,21681,34153
48461,26362,60161,21324,22392,34891
49191,27089,60896,22055,23124,35625
49815,27703,61512,22678,23743,36254
50573,28472,62259,23445,24496,37016
51179,29060,62860,24035,25091,37603
51892,29759,63565,24738,25794,38305
52759,30613,64429,25598,26656,39168
53317,31177,64979,26161,27209,39733
54028,31881,159,26866,27911,40430
54869,32705,1006,27699,28754,41272
55674,33374,1781,28366,29525,41945
56638,34173,2654,29168,30441,42758
57706,35141,3658,30125,31442,43756
58405,35862,4362,30865,32150,44498
59259,36716,5219,31740,33005,45381
59901,37360,5872,32402,33638,46047
60751,38193,6720,33252,34498,46905
61410,38844,7379,33920,35144,47573
62241,39650,8189,34750,35959,48391
62947,40344,8882,35458,36660,49092
63588,40963,9506,36087,37286,49726
64372,41694,10252,36830,38018,50455
65116,42387,10936,37541,38701,51164
313,43090,11666,38257,39425,51883
1076,43846,12406,39028,40177,52652
1810,44540,13122,39745,40880,53343
2714,45270,13907,40483,41699,54084
3838,46157,14886,41368,42737,54971
4837,46970,15764,42173,43619,55788
5885,47858,16740,43062,44589,56684
6912,48769,17714,43982,45621,57611
8006,49680,18685,44884,46643,58537
9061,50678,19701,45883,47663,59546
9781,51423,20423,46636,48390,60300
10552,52170,21192,47398,49146,61061
11308,52903,21916,48141,49868,61814
12043,53613,22651,48871,50590,62542
12735,54300,23327,49590,51272,63251
13547,55077,24134,50402,52062,64042
14188,55714,24774,51046,52700,64686
14999,56509,25581,51857,53505,65499
15683,57181,26279,52539,54194,648
16356,57869,26952,53230,54866,1337
17112,58616,27707,53995,55619,2104
17719,59210,28315,54590,56220,2704
18405,59895,28995,55281,56893,3383
19250,60724,29843,56106,57730,4200
20042,61348,30521,56707,58398,4806
21070,62206,31490,57561,59385,5666
22080,63073,32443,58437,60362,6548
23070,63942,33374,59310,61314,7424
24098,64864,34385,60235,62312,8362
24968,154,35254,61048,63186,9190
25831,1043,36133,61934,64062,10105
26627,1867,36924,62773,64858,10946
27383,2635,37688,63537,78,11731
28199,3465,38506,64381,895,12585
28849,4106,39159,65030,1538,13232
29609,4866,39917,269,2287,14008
30316,5577,40618,996,2991,14746
31061,6324,41367,1760,3736,15508
31762,7012,42055,2466,4429,16212
32569,7808,42845,3266,5218,17016
33145,8360,43408,3828,5770,17574
33949,9145,44199,4632,6570,18370
34573,9733,44791,5222,7176,18966
35516,10519,45652,6020,8052,19765
36486,11255,46495,6761,8909,20509
37647,12162,47481,7657,9910,21425
38587,12930,48293,8431,10771,22193
39716,13886,49320,9395,11792,23159
40623,14711,50200,10248,12670,24005
41454,15584,51043,11123,13514,24888
42299,16440,51909,11978,14353,25748
42956,17094,52578,12643,15008,26411
43771,17906,53397,13460,15816,27233
44457,18594,54077,14156,16489,27935
45082,19203,54678,14781,17089,28549
45795,19904,55387,15491,17798,29278
46500,20604,56082,16196,18490,29988
47234,21333,56804,16954,19215,30736
47936,22012,57489,17644,19896,31433
48711,22772,58234,18423,20656,32202
49395,23444,58911,19108,21332,32882
50121,24166,59645,19835,22055,33621
50772,24803,60286,20484,22697,34271
51543,25559,61055,21258,23469,35047
52191,26171,61691,21872,24124,35668
53084,26917,62521,22621,25020,36414
54057,27790,63506,23507,26034,37291
54989,28678,64442,24404,26994,38189
55796,29518,65259,25244,27808,39029
56542,30260,476,25989,28549,39771
57239,30956,1175,26688,29236,40459
57942,31649,1886,27372,29926,41142
58716,32405,2664,28131,30689,41905
59401,33087,3342,28813,31365,42588
60166,33839,4113,29588,32129,43376
60788,34452,4744,30207,32753,43993
61393,35064,5341,30823,33352,44619
62270,35912,6225,31670,34228,45474
63045,36556,6933,32328,34941,46134
63978,37364,7795,33130,35829,46948
64980,38219,8713,33994,36762,47828
332,39130,9608,34909,37663,48744
1231,40003,10489,35809,38541,49640
1889,40645,11122,36454,39182,50294
2668,41372,11872,37201,39923,51044
3358,42053,12553,37898,40601,51724
4082,42765,13254,38611,41305,52441
4851,43517,14006,39371,42060,53201
5517,44197,14682,40053,42730,53883
6208,44881,15376,40734,43414,54566
6967,45630,16133,41478,44163,55309
7649,46311,16812,42166,44847,55999
8377,47034,17548,42884,45569,56725
9058,47716,18229,43566,46245,57405
9778,48436,18932,44290,46958,58132
10511,49171,19679,45020,47695,58884
11217,49881,20391,45731,48398,59606
11929,50601,21121,46461,49114,60341
12614,51286,21819,47143,49802,61038
13416,52094,22622,47960,50601,61860
14069,52748,23274,48620,51253,62528
14821,53495,24034,49377,52017,63297
15522,54181,24720,50081,52701,64002
16251,54888,25424,50803,53404,64725
16970,55568,26118,51500,54093,65423
17663,56254,26799,52207,54781,589
18402,56980,27530,52946,55504,1327
19095,57644,28200,53633,56170,2005
19836,58384,28946,54384,56914,2749
20602,59136,29700,55148,57668,3510
21240,59753,30349,55774,58299,4136
22004,60516,31105,56536,59057,4891
22635,61123,31746,57144,59683,5508
23574,61972,32680,57988,60671,6359
24393,62717,33471,58734,61481,7098
25266,63576,34349,59602,62357,7969
26091,64419,35173,60452,63175,8822
26928,65242,36021,61291,64003,9666
27583,363,36685,61955,64663,10323
28327,1108,37431,62704,65398,11084
29076,1853,38183,63465,607,11845
29923,2692,39040,64319,1448,12695
30633,3405,39739,65046,2158,13437
31251,3998,40361,118,2769,14053
32030,4769,41129,903,3556,14838
32757,5468,41846,1617,4270,15559
33509,6199,42591,2372,5015,16309
34253,6906,43318,3095,5733,17017
35096,7615,44090,3813,6493,17748
36123,8469,45015,4664,7443,18614
37208,9390,45981,5567,8409,19549
38166,10231,46874,6398,9305,20397
39093,11138,47772,7297,10199,21314
39908,11959,48578,8124,11002,22143
40689,12747,49368,8920,11783,22931
41438,13491,50118,9669,12515,23669
42280,14338,50969,10522,13365,24520
42958,15009,51659,11188,14038,25191
43616,15681,52321,11859,14690,25865
44341,16397,53062,12577,15419,26592
45024,17083,53751,13264,16104,27291
45784,17852,54513,14031,16860,28071
46463,18524,55184,14708,17530,28756
47238,19294,55963,15499,18297,29546
47890,19943,56620,16157,18952,30201
48885,20784,57540,17015,19927,31067
49851,21648,58455,17890,20900,31948
50673,22416,59271,18665,21762,32732
51801,23462,60395,19721,22910,33795
52600,24228,61209,20517,23722,34582
53447,25111,62062,21415,24577,35475
54243,25886,62847,22206,25372,36265
54997,26630,63599,22954,26120,37009
55700,27323,64285,23655,26797,37702
56416,28019,64980,24355,27495,38406
57161,28749,185,25093,28236,39145
57997,29559,1004,25913,29041,39964
58643,30185,1638,26545,29671,40594
58643,30185,1638,26545,29671,40594
60156,31686,3156,28042,31171,42104
60862,32327,3840,28674,31848,42744
61955,33223,4812,29583,32859,43673
61955,33223,4812,29583,32859,43673
62859,34027,5683,30400,33760,44496
63935,34959,6699,31345,34804,45460
526,36819,8664,33208,36806,47358
526,36819,8664,33208,36806,47358
1393,37575,9476,33969,37656,48144
2726,38720,10665,35113,38867,49306
3566,39526,11470,35925,39674,50125
4360,40333,12276,36752,40482,50948
5103,41062,13013,37503,41215,51687
5834,41787,13750,38231,41943,52422
6546,42494,14452,38948,42646,53141
7266,43213,15182,39669,43364,53852
7937,43870,15851,40345,44040,54527
8617,44555,16535,41027,44720,55214
9311,45242,17222,41719,45405,55903
10029,45932,17926,42419,46100,56594
10814,46702,18688,43188,46857,57371
11514,47404,19397,43879,47558,58066
12221,48124,20097,44596,48258,58790
12894,48814,20787,45280,48931,59488
13497,49401,21390,45887,49541,60102
14169,50081,22067,46566,50213,60790
14925,50833,22825,47309,50948,61541
15607,51501,23505,47996,51623,62222
16431,52315,24325,48818,52439,63044
17055,52944,24942,49453,53061,63676
17765,53630,25644,50166,53757,64385
18513,54343,26371,50905,54482,65112
19218,55034,27060,51612,55170,274
20044,55828,27866,52426,55964,1090
20631,56411,28460,53020,56547,1685
21372,57104,29188,53728,57285,2388
22262,57865,30042,54506,58154,3159
23201,58707,30948,55350,59092,4014
24094,59550,31825,56198,59956,4871
24929,60412,32677,57063,60812,5746
25678,61159,33425,57814,61558,6484
26489,61977,34241,58620,62361,7300
27100,62587,34852,59233,62964,7918
27927,63412,35696,60067,63789,8740
28554,64036,36306,60687,64403,9362
29120,64599,36899,61252,64979,9936
29833,65283,37584,61940,122,10619
30523,406,38241,62607,777,11295
31157,1028,38853,63230,1390,11926
31851,1717,39541,63912,2076,12624
32544,2394,40233,64606,2764,13331
33261,3099,40941,65320,3476,14035
33943,3791,41613,486,4151,14743
34688,4497,42332,1216,4866,15468
35499,5292,43135,2027,5667,16271
36167,5957,43808,2708,6331,16947
36841,6599,44480,3377,6998,17614
37549,7302,45184,4083,7709,18318
38236,7988,45873,4786,8401,19024
38939,8677,46573,5498,9098,19729
39592,9334,47213,6151,9741,20391
40263,9995,47885,6822,10404,21059
40960,10687,48583,7527,11097,21747
41666,11388,49292,8232,11797,22456
42373,12099,49997,8943,12503,23166
43081,12802,50704,9644,13200,23865
43780,13490,51403,10337,13885,24561
44587,14307,52207,11153,14685,25393
45179,14905,52801,11753,15278,25997
45891,15642,53532,12496,16003,26747
46637,16378,54284,13240,16741,27497
47369,17115,55015,13979,17471,28250
48049,17797,55703,14668,18149,28949
48791,18519,56437,15398,18871,29693
49535,19248,57151,16126,19586,30429
50295,19984,57896,16886,20326,31181
51113,20745,58679,17668,21102,31966
51927,21389,59365,18318,21841,32615
53251,22365,60390,19300,23019,33618
54135,23090,61155,20030,23810,34354
55096,23934,62053,20881,24812,35202
56128,24850,63029,21789,25837,36121
57196,25839,64066,22794,26891,37122
57997,26666,64910,23643,27714,37965
58744,27404,124,24383,28459,38709
59488,28142,872,25127,29198,39443
60223,28875,1601,25857,29919,40170
60899,29541,2270,26519,30570,40828
61624,30258,2962,27213,31260,41526
62409,30992,3714,27975,31994,42267
63086,31654,4384,28640,32663,42935
63926,32398,5187,29379,33529,43685
64940,33293,6101,30280,34446,44608
111,34015,6823,31004,35161,45341
910,34808,7621,31806,35954,46148
1628,35502,8319,32509,36653,46859
2387,36222,9036,33234,37369,47595
3094,36908,9717,33928,38052,48288
3821,37610,10423,34650,38765,49000
4545,38306,11130,35358,39460,49708
5302,39023,11872,36096,40189,50443
6161,39736,12634,36816,41011,51174
7176,40630,13581,37712,42060,52082
8006,41390,14386,38487,42910,52858
8902,42282,15313,39391,43828,53751
9785,43169,16196,40289,44720,54640
10390,43772,16806,40893,45324,55253
11235,44609,17655,41730,46171,56082
11789,45182,18219,42298,46738,56655
12476,45877,18894,42987,47413,57349
13441,46713,19815,43822,48350,58183
14404,47555,20727,44665,49304,59041
15309,48325,21545,45430,50195,59820
16415,49347,22614,46445,51363,60859
17147,50073,23325,47173,52071,61598
17929,50850,24099,47958,52850,62394
18693,51609,24858,48729,53606,63173
19455,52366,25612,49493,54361,63941
20246,53132,26388,50270,55136,64725
20922,53781,27051,50934,55793,65387
21795,54523,27852,51680,56598,595
22840,55335,28746,52508,57513,1420
23884,56184,29698,53386,58486,2302
24947,57071,30650,54282,59438,3205
25925,57951,31607,55157,60391,4097
27087,59005,32767,56191,61525,5161
28057,59848,33701,57032,62448,6032
28929,60676,34591,57853,63347,6862
29710,61515,35399,58714,64156,7714
30598,62407,36294,59612,65044,8617
31226,63020,36911,60221,112,9230
31960,63774,37652,60967,851,9987
32812,64627,38496,61831,1688,10857
33395,65203,39067,62405,2256,11445
34170,419,39825,63160,3007,12205
34955,1141,40561,63897,3752,12947
35758,1827,41322,64588,4534,13654
36716,2677,42217,65464,5492,14527
37731,3583,43164,844,6449,15447
38560,4424,43992,1698,7269,16297
39426,5297,44872,2597,8148,17175
40067,5929,45509,3243,8785,17827
40806,6668,46247,4011,9529,18588
41583,7429,47019,4795,10304,19355
42179,8004,47614,5382,10895,19941
42858,8676,48287,6061,11562,20619
43530,9322,48953,6718,12216,21270
44262,10030,49682,7441,12937,21980
44893,10669,50302,8075,13553,22610
45543,11305,50957,8701,14186,23229
46269,11983,51613,9346,14844,23873
47218,12759,52431,10113,15656,24639
48024,13357,53087,10713,16353,25236
49041,14142,53948,11496,17246,26026
50148,14968,54872,12340,18187,26892
51240,15873,55855,13255,19181,27839
52162,16642,56701,14037,20028,28629
52993,17472,57575,14881,20937,29488
53758,18257,58329,15683,21704,30302
54467,18952,59025,16400,22401,31011
55169,19657,59715,17115,23127,31726
55921,20411,60473,17900,23899,32501
56515,21004,61061,18506,24513,33107
57247,21731,61774,19253,25239,33847
57804,22286,62342,19837,25800,34418
58468,22946,62974,20525,26453,35091
59189,23633,63629,21240,27112,35800
59942,24310,64306,21936,27778,36490
60577,24910,64920,22547,28381,37098
61265,25572,25,23220,29034,37777
61990,26233,685,23879,29679,38433
62715,26910,1367,24561,30351,39120
63456,27591,2055,25240,31041,39800
64282,28296,2820,25945,31897,40507
65177,29093,3703,26747,32891,41303
758,30039,4749,27696,34024,42250
1672,30843,5630,28502,34968,43056
2618,31659,6508,29333,35865,43894
3603,32528,7434,30196,36809,44768
4691,33477,8469,31160,37895,45745
5542,34288,9291,31971,38752,46573
6410,35179,10164,32876,39625,47477
7179,35948,10932,33660,40395,48261
7830,36580,11584,34312,41049,48905
8476,37221,12219,34972,41686,49551
9216,37953,12960,35707,42420,50288
9216,37953,12960,35707,42420,50288
9889,38612,13628,36389,43079,50966
11289,39971,14994,37803,44450,52350
11289,39971,14994,37803,44450,52350
12726,41350,16377,39222,45840,53757
12726,41350,16377,39222,45840,53757
13286,41909,16945,39796,46400,54329
14833,43381,18443,41297,47873,55808
14833,43381,18443,41297,47873,55808
15423,43948,19024,41874,48445,56382
16886,45307,20391,43244,49783,57734
16886,45307,20391,43244,49783,57734
17634,46051,21133,43966,50513,58457
19031,47388,22464,45308,51840,59811
19031,47388,22464,45308,51840,59811
19694,48030,23089,45939,52463,60450
20449,48738,23790,46643,53171,61161
21171,49421,24466,47328,53844,61856
21996,50195,25250,48122,54632,62647
22593,50774,25834,48712,55212,63243
23293,51471,26516,49415,55910,63947
23941,52115,27178,50073,56565,64599
24611,52793,27850,50763,57238,65294
25301,53484,28559,51458,57939,446
25983,54162,29243,52165,58621,1136
26678,54865,29945,52888,59327,1854
27334,55521,30606,53560,59979,2520
28006,56192,31280,54252,60652,3204
28726,56899,31995,54971,61375,3923
29408,57574,32678,55661,62053,4615
30101,58263,33360,56362,62728,5313
30801,58946,34053,57047,63416,5998
31538,59637,34765,57744,64111,6691
32310,60398,35524,58506,64858,7449
32931,60978,36110,59096,65440,8034
33631,61646,36784,59770,568,8711
34383,62342,37482,60455,1260,9396
35143,63054,38200,61169,1969,10113
35813,63721,38864,61831,2623,10782
36440,64339,39479,62447,3240,11411
37181,65069,40212,63184,3966,12161
37849,195,40873,63846,4630,12832
38640,963,41652,64627,5407,13616
39320,1570,42315,65240,6085,14238
40278,2389,43243,533,7067,15081
41261,3304,44246,1463,8129,16016
42001,3983,45005,2146,8917,16713
42845,4861,45848,3047,9756,17604
43569,5591,46571,3787,10478,18352
44157,6184,47162,4384,11069,18946
44975,6995,47982,5211,11882,19769
45544,7559,48548,5786,12445,20347
46273,8281,49266,6517,13160,21076
46933,8910,49904,7150,13786,21702
47663,9621,50614,7870,14492,22412
48307,10240,51246,8500,15110,23038
49010,10921,51933,9181,15796,23719
49867,11655,52717,9912,16589,24452
50833,12477,53615,10727,17546,25277
51822,13301,54495,11559,18468,26114
52765,14138,55377,12388,19376,26962
53765,15029,56328,13284,20353,27872
54905,16011,57366,14262,21420,28887
55910,16880,58293,15134,22357,29767
56936,17857,59296,16121,23366,30772
57629,18566,59992,16844,24056,31492
58513,19429,60853,17713,24923,32369
59146,20059,61477,18354,25549,33015
59887,20792,62225,19095,26289,33761
60551,21457,62890,19780,26963,34441
61255,22160,63599,20502,27671,35158
61965,22854,64310,21223,28379,35873
62627,23515,64965,21904,29033,36533
63344,24219,136,22630,29741,37246
64045,24916,841,23337,30440,37947
64745,25597,1541,24031,31132,38632
65466,26284,2244,24734,31821,39331
681,26997,2966,25456,32534,40044
1311,27613,3570,26084,33138,40665
1986,28266,4226,26756,33779,41330
2762,28990,4961,27486,34501,42057
3446,29665,5632,28164,35175,42743
4191,30400,6358,28890,35898,43482
4883,31098,7044,29583,36572,44183
5583,31782,7746,30267,37263,44878
6262,32461,8416,30937,37937,45559
6957,33171,9116,31642,38643,46271
7792,33995,9952,32484,39473,47126
8457,34660,10616,33164,40136,47802
9050,35256,11199,33762,40730,48406
9839,36025,11994,34546,41519,49197
10395,36591,12554,35128,42077,49770
11178,37293,13322,35837,42895,50466
12191,38158,14268,36717,43983,51362
13052,38886,15044,37455,44788,52102
14135,39784,15993,38350,45745,53013
15086,40633,16875,39224,46614,53871
15898,41433,17660,40036,47402,54683
16621,42134,18355,40752,48086,55383
17365,42832,19046,41463,48774,56096
18107,43551,19781,42188,49493,56821
18789,44227,20444,42864,50151,57499
19608,44946,21239,43586,50965,58214
20554,45728,22092,44361,51910,58997
21513,46555,22999,45182,52826,59822
22598,47462,23974,46089,53850,60751
23762,48463,25059,47105,54961,61774
24531,49193,25811,47835,55722,62524
25333,50030,26627,48675,56544,63378
26072,50781,27379,49449,57296,64142
26822,51528,28126,50214,58044,64907
27536,52230,28837,50921,58753,89
28240,52934,29541,51638,59454,789
28967,53572,30221,52299,60153,1434
29891,54333,31071,53074,61067,2213
30919,55155,31953,53910,62008,3045
31889,55981,32853,54745,62940,3886
32908,56819,33770,55597,63921,4737
33993,57695,34740,56491,64865,5638
35034,58549,35661,57356,274,6507
36064,59444,36637,58255,1300,7403
37048,60338,37601,59148,2278,8299
38011,61223,38549,60037,3269,9195
38889,62086,39439,60925,4195,10080
39770,63012,40323,61849,5093,11012
40484,63714,41049,62557,5805,11723
41205,64449,41761,63288,6531,12460
41918,65162,42476,63989,7238,13180
42620,311,43165,64682,7927,13869
43309,990,43848,65368,8611,14562
44117,1796,44630,649,9412,15389
44734,2379,45219,1244,10003,15986
45447,3102,45938,1974,10717,16715
46106,3745,46596,2629,11370,17363
46852,4468,47339,3365,12099,18091
47558,5148,48011,4060,12778,18786
48293,5858,48720,4793,13497,19507
49037,6589,49455,5545,14231,20255
49723,7254,50136,6217,14901,20927
50353,7870,50770,6846,15519,21543
51114,8594,51500,7584,16241,22265
51931,9357,52262,8352,16999,23037
52505,9897,52818,8905,17547,23575
53213,10596,53528,9602,18245,24276
53919,11285,54217,10282,18924,24961
54650,12007,54932,11010,19644,25690
55364,12706,55634,11705,20335,26394
56082,13404,56339,12408,21032,27096
56819,14144,57077,13149,21768,27840
57619,14944,57869,13939,22568,28647
58204,15515,58429,14509,23127,29226
58940,16226,59157,15232,23858,29960
59669,16940,59878,15956,24586,30697
60522,17699,60705,16721,25457,31460
61461,18516,61632,17545,26378,32303
62421,19367,62552,18382,27340,33163
63548,20331,63590,19359,28428,34161
64415,21129,64435,20170,29333,34966
65357,22097,65388,21161,30287,35952
629,22860,621,21941,31062,36724
1395,23609,1377,22695,31809,37484
2032,24235,2012,23328,32430,38106
2758,24944,2737,24046,33142,38819
3441,25608,3403,24724,33804,39495
4147,26289,4086,25417,34486,40178
4914,27002,4823,26134,35208,40889
5676,27724,5560,26864,35934,41627
6326,28347,6197,27493,36568,42253
7094,29119,6962,28249,37331,43017
7772,29795,7636,28925,38005,43696
8483,30518,8343,29631,38709,44422
9249,31235,9098,30337,39462,45145
10107,31975,9947,31075,40330,45888
11119,32855,10911,31972,41398,46803
11900,33629,11685,32749,42214,47600
12657,34404,12445,33543,42968,48400
13469,35217,13263,34363,43785,49225
14072,35822,13857,34980,44387,49844
14959,36667,14702,35847,45227,50694
15548,37222,15245,36419,45781,51252
16252,37922,15935,37136,46481,51964
17090,38712,16735,37952,47276,52781
17800,39339,17388,38585,47925,53409
18740,40071,18189,39307,48788,54144
19837,40931,19128,40173,49811,55014
20892,41801,20097,41055,50798,55895
21866,42632,21018,41898,51712,56733
22941,43516,21970,42790,52705,57611
23995,44404,22966,43682,53727,58510
25121,45401,24063,44693,54842,59531
25883,46173,24837,45479,55618,60314
26828,47142,25787,46448,56572,61289
26828,47142,25787,46448,56572,61289
27516,47814,26449,47126,57224,61971
28274,48528,27187,47846,57957,62712
29013,49212,27877,48548,58666,63405
29695,49896,28549,49258,59350,64104
30539,50725,29387,50109,60190,64963
31142,51296,29973,50694,60801,11
32116,52120,30858,51529,61796,848
32981,52845,31645,52262,62690,1590
33848,53603,32476,53023,63521,2348
34915,54476,33432,53915,64539,3245
35868,55257,34313,54710,65484,4042
36821,56090,35158,55550,834,4892
37588,56870,35916,56345,1592,5675
38322,57584,36640,57065,2303,6385
38992,58228,37294,57719,2950,7037
39704,58934,37999,58431,3655,7738
40387,59617,38695,59122,4350,8426
41032,60269,39350,59782,4998,9089
41759,60996,40074,60507,5724,9803
42491,61724,40810,61244,6453,10543
43195,62422,41496,61937,7147,11246
43923,63136,42203,62654,7852,11963
44608,63815,42895,63340,8543,12656
45408,64601,43666,64123,9333,13450
46005,65207,44262,64729,9935,14061
46780,412,45000,65470,10669,14822
47595,1188,45796,724,11460,15607
48252,1795,46405,1342,12066,16222
48936,2451,47068,1997,12721,16889
49626,3148,47770,2700,13413,17586
50322,3846,48463,3416,14114,18300
51039,4546,49181,4125,14821,19020
51811,5277,49910,4859,15541,19746
52504,5951,50599,5556,16219,20442
53166,6596,51258,6208,16867,21085
53876,7293,51966,6927,17569,21796
54594,7995,52689,7636,18274,22510
55309,8693,53399,8345,18979,23214
56022,9411,54100,9077,19686,23945
56784,10166,54863,9860,20431,24704
57437,10804,55509,10496,21073,25339
58106,11481,56189,11179,21749,26030
58914,12288,57004,11984,22565,26850
59493,12884,57587,12580,23151,27445
60257,13653,58360,13355,23921,28216
61012,14399,59105,14102,24677,28985
61677,15076,59766,14775,25346,29660
62343,15753,60444,15453,26020,30345
63081,16486,61176,16178,26754,31087
63793,17182,61871,16889,27446,31792
64561,17886,62585,17598,28149,32509
65322,18583,63291,18302,28852,33218
522,19259,63963,18996,29526,33902
1249,19933,64645,19691,30207,34588
2081,20674,65402,20446,30958,35330
2808,21344,545,21141,31632,36011
3612,22096,1287,21910,32372,36772
4254,22719,1925,22543,33002,37390
5032,23485,2696,23326,33768,38168
5693,24145,3363,23987,34425,38836
6501,24941,4179,24790,35226,39630
7094,25510,4751,25372,35798,40211
7791,26190,5432,26045,36475,40888
8503,26898,6147,26762,37189,41606
9196,27593,6840,27458,37885,42311
9894,28299,7538,28162,38579,43008
10617,29017,8257,28888,39302,43741
11308,29684,8915,29552,39962,44416
12054,30431,9652,30300,40699,45168
12853,31214,10426,31081,41475,45967
13462,31826,11035,31691,42085,46587
14247,32610,11815,32478,42861,47373
14881,33235,12444,33110,43494,48012
15576,33913,13128,33788,44179,48697
16403,34727,13955,34617,44996,49529
17002,35335,14551,35238,45608,50152
17715,36028,15261,35936,46313,50850
18514,36811,16048,36744,47101,51646
19187,37465,16700,37408,47746,52313
19979,38221,17475,38174,48511,53072
20705,38909,18172,38882,49201,53770
21375,39529,18792,39522,49823,54405
22132,40208,19503,40212,50518,55090
23051,40901,20270,40914,51331,55783
24169,41696,21194,41693,52315,56571
25309,42518,22097,42520,53299,57392
26466,43485,23155,43489,54433,58368
27381,44222,24031,44237,55292,59112
28414,45042,24971,45060,56283,59937
29448,45917,25916,45931,57310,60821
30486,46816,26923,46840,58394,61735
31429,47733,27867,47759,59341,62675
32285,48596,28715,48634,60204,63547
32970,49268,29398,49300,60880,64222
33667,49951,30079,49997,61557,64916
34466,50718,30843,50786,62342,167
35273,51484,31620,51563,63106,944
35885,52061,32189,52162,63683,1528
36740,52866,33000,53007,64499,2360
37344,53440,33590,53595,65071,2946
38081,54145,34288,54312,230,3655
38817,54815,34984,55003,910,4331
39617,55585,35757,55800,1682,5120
40194,56157,36316,56392,2250,5700
40991,56903,37076,57137,3002,6445
41640,57533,37718,57774,3633,7083
42476,58359,38543,58608,4459,7926
43078,58939,39134,59190,5041,8508
43898,59750,39932,60009,5841,9325
44564,60411,40595,60678,6496,9984
45171,61010,41194,61276,7093,10593
45989,61831,42012,62096,7914,11422
46593,62444,42615,62710,8517,12037
47292,63120,43312,63400,9205,12734
48031,63863,44035,64151,9967,13487
48699,64523,44710,64816,10641,14151
49432,65242,45421,10,11360,14887
50140,418,46112,729,12068,15613
50907,1150,46847,1480,12804,16359
51605,1797,47501,2150,13451,17021
52340,2482,48202,2859,14150,17724
53162,3214,48941,3603,14888,18467
54138,3958,49752,4356,15709,19214
55255,4776,50623,5170,16607,20045
56454,5617,51544,6016,17560,20892
57613,6541,52555,6945,18588,21837
58524,7305,53389,7722,19464,22599
59608,8166,54362,8596,20422,23469
60653,9033,55311,9460,21345,24340
61638,9901,56257,10331,22339,25216
62721,10927,57386,11372,23502,26246
63431,11598,58097,12065,24209,26929
64273,12482,58950,12957,25073,27830
64916,13132,59589,13611,25711,28489
95,13842,60312,14322,26433,29213
785,14535,60998,15008,27122,29915
1516,15248,61697,15730,27832,30646
2186,15928,62361,16385,28490,31317
2904,16650,63077,17105,29207,32052
3564,17294,63725,17763,29861,32712
4316,18030,64469,18507,30589,33457
5011,18717,65155,19215,31277,34157
5743,19430,348,19943,31999,34875
6464,20137,1055,20676,32701,35588
7215,20804,1757,21368,33385,36274
8150,21508,2536,22089,34203,36985
9228,22411,3512,22993,35273,37904
10125,23173,4333,23764,36125,38678
11100,24037,5261,24643,37128,39545
12047,24894,6182,25508,38133,40422
13037,25774,7137,26409,39175,41312
14028,26654,8093,27294,40222,42192
15026,27548,9091,28208,41217,43101
15899,28411,9942,29079,42067,43979
16719,29230,10750,29901,42885,44803
17430,29933,11445,30610,43582,45517
18301,30802,12303,31472,44435,46396
19007,31501,13013,32174,45139,47106
19757,32226,13750,32909,45872,47848
20442,32909,14419,33611,46557,48541
21152,33610,15133,34335,47262,49258
21756,34217,15732,34943,47857,49865
22453,34910,16442,35648,48549,50569
23125,35579,17106,36326,49207,51252
23846,36280,17821,37032,49916,51958
24531,36970,18515,37732,50599,52651
25203,37641,19178,38414,51259,53339
25922,38356,19900,39141,51976,54061
26637,39075,20616,39876,52694,54801
27385,39787,21341,40603,53409,55518
28134,40525,22077,41361,54146,56263
28754,41110,22689,41963,54741,56863
29553,41886,23450,42743,55512,57630
30297,42603,24176,43468,56232,58341
30925,43217,24795,44080,56842,58960
31632,43909,25495,44781,57542,59655
32293,44576,26154,45450,58197,60336
32984,45280,26836,46148,58895,61046
33682,45986,27559,46855,59615,61762
34376,46676,28250,47531,60296,62464
35105,47373,28939,48224,60990,63170
35885,48089,29698,48954,61720,63904
36766,48884,30596,49743,62629,64712
37674,49639,31424,50518,63475,65495
38780,50493,32377,51376,64412,823
39775,51290,33253,52191,65364,1638
40784,52119,34163,53021,803,2472
41642,52967,35001,53872,1668,3332
42531,53826,35873,54750,2522,4200
43234,54530,36573,55469,3219,4903
43999,55278,37326,56232,3957,5666
44668,55925,37973,56893,4598,6313
45269,56500,38569,57485,5183,6887
46093,57293,39363,58296,5976,7698
46593,57804,39875,58818,6483,8206
47263,58480,40538,59480,7147,8884
48060,59272,41341,60286,7944,9684
48060,59272,41341,60286,7944,9684
48633,59844,41916,60862,8517,10255
49339,60555,42625,61570,9221,10976
50019,61241,43308,62252,9914,11662
